"","Ehf","Irf_11","Irf_7","Maf_2","NF-kappaB_2","NF-kappaB_5","NF-Y_1","NF-Y_2","NF-Y_3","Nrf-2_2","Nrf-2_3","TCF11::MafG"
"1950","","","","","","","","","ENSG00000182742","","",""
"1951","","","","","","","","","ENSG00000182795","","",""
"1952","","","","","","","","","ENSG00000182858","","",""
"1953","","","","","","","","","ENSG00000182872","","",""
"1954","","","","","","","","","ENSG00000182968","","",""
"1955","","","","","","","","","ENSG00000183010","","",""
"1956","","","","","","","","","ENSG00000183036","","",""
"1957","","","","","","","","","ENSG00000183044","","",""
"1958","","","","","","","","","ENSG00000183077","","",""
"1959","","","","","","","","","ENSG00000183091","","",""
"1960","","","","","","","","","ENSG00000183103","","",""
"1961","","","","","","","","","ENSG00000183150","","",""
"1962","","","","","","","","","ENSG00000183260","","",""
"1963","","","","","","","","","ENSG00000183273","","",""
"1964","","","","","","","","","ENSG00000183336","","",""
"1965","","","","","","","","","ENSG00000183403","","",""
"1966","","","","","","","","","ENSG00000183454","","",""
"1967","","","","","","","","","ENSG00000183473","","",""
"1968","","","","","","","","","ENSG00000183475","","",""
"1969","","","","","","","","","ENSG00000183496","","",""
"1970","","","","","","","","","ENSG00000183508","","",""
"1971","","","","","","","","","ENSG00000183558","","",""
"1972","","","","","","","","","ENSG00000183570","","",""
"1973","","","","","","","","","ENSG00000183576","","",""
"1974","","","","","","","","","ENSG00000183597","","",""
"1975","","","","","","","","","ENSG00000183598","","",""
"1976","","","","","","","","","ENSG00000183643","","",""
"1977","","","","","","","","","ENSG00000183655","","",""
"1978","","","","","","","","","ENSG00000183684","","",""
"1979","","","","","","","","","ENSG00000183765","","",""
"1980","","","","","","","","","ENSG00000183864","","",""
"1981","","","","","","","","","ENSG00000183978","","",""
"1982","","","","","","","","","ENSG00000184113","","",""
"1983","","","","","","","","","ENSG00000184164","","",""
"1984","","","","","","","","","ENSG00000184178","","",""
"1985","","","","","","","","","ENSG00000184182","","",""
"1986","","","","","","","","","ENSG00000184205","","",""
"1987","","","","","","","","","ENSG00000184207","","",""
"1988","","","","","","","","","ENSG00000184221","","",""
"1989","","","","","","","","","ENSG00000184226","","",""
"1990","","","","","","","","","ENSG00000184313","","",""
"1991","","","","","","","","","ENSG00000184347","","",""
"1992","","","","","","","","","ENSG00000184348","","",""
"1993","","","","","","","","","ENSG00000184357","","",""
"1994","","","","","","","","","ENSG00000184486","","",""
"1995","","","","","","","","","ENSG00000184545","","",""
"1996","","","","","","","","","ENSG00000184661","","",""
"1997","","","","","","","","","ENSG00000184708","","",""
"1998","","","","","","","","","ENSG00000184788","","",""
"1999","","","","","","","","","ENSG00000184897","","",""
"2000","","","","","","","","","ENSG00000184922","","",""
"2001","","","","","","","","","ENSG00000184983","","",""
"2002","","","","","","","","","ENSG00000185010","","",""
"2003","","","","","","","","","ENSG00000185013","","",""
"2004","","","","","","","","","ENSG00000185038","","",""
"2005","","","","","","","","","ENSG00000185236","","",""
"2006","","","","","","","","","ENSG00000185262","","",""
"2007","","","","","","","","","ENSG00000185269","","",""
"2008","","","","","","","","","ENSG00000185305","","",""
"2009","","","","","","","","","ENSG00000185359","","",""
"2010","","","","","","","","","ENSG00000185361","","",""
"2011","","","","","","","","","ENSG00000185432","","",""
"2012","","","","","","","","","ENSG00000185437","","",""
"2013","","","","","","","","","ENSG00000185483","","",""
"2014","","","","","","","","","ENSG00000185522","","",""
"2015","","","","","","","","","ENSG00000185567","","",""
"2016","","","","","","","","","ENSG00000185591","","",""
"2017","","","","","","","","","ENSG00000185624","","",""
"2018","","","","","","","","","ENSG00000185630","","",""
"2019","","","","","","","","","ENSG00000185658","","",""
"2020","","","","","","","","","ENSG00000185668","","",""
"2021","","","","","","","","","ENSG00000185829","","",""
"2022","","","","","","","","","ENSG00000186010","","",""
"2023","","","","","","","","","ENSG00000186104","","",""
"2024","","","","","","","","","ENSG00000186111","","",""
"2025","","","","","","","","","ENSG00000186184","","",""
"2026","","","","","","","","","ENSG00000186185","","",""
"2027","","","","","","","","","ENSG00000186193","","",""
"2028","","","","","","","","","ENSG00000186334","","",""
"2029","","","","","","","","","ENSG00000186352","","",""
"2030","","","","","","","","","ENSG00000186369","","",""
"2031","","","","","","","","","ENSG00000186376","","",""
"2032","","","","","","","","","ENSG00000186432","","",""
"2033","","","","","","","","","ENSG00000186439","","",""
"2034","","","","","","","","","ENSG00000186470","","",""
"2035","","","","","","","","","ENSG00000186471","","",""
"2036","","","","","","","","","ENSG00000186480","","",""
"2037","","","","","","","","","ENSG00000186487","","",""
"2038","","","","","","","","","ENSG00000186575","","",""
"2039","","","","","","","","","ENSG00000186594","","",""
"2040","","","","","","","","","ENSG00000186660","","",""
"2041","","","","","","","","","ENSG00000186687","","",""
"2042","","","","","","","","","ENSG00000186812","","",""
"2043","","","","","","","","","ENSG00000186815","","",""
"2044","","","","","","","","","ENSG00000186831","","",""
"2045","","","","","","","","","ENSG00000186862","","",""
"2046","","","","","","","","","ENSG00000186951","","",""
"2047","","","","","","","","","ENSG00000186952","","",""
"2048","","","","","","","","","ENSG00000186976","","",""
"2049","","","","","","","","","ENSG00000187123","","",""
"2050","","","","","","","","","ENSG00000187147","","",""
"2051","","","","","","","","","ENSG00000187151","","",""
"2052","","","","","","","","","ENSG00000187185","","",""
"2053","","","","","","","","","ENSG00000187251","","",""
"2054","","","","","","","","","ENSG00000187268","","",""
"2055","","","","","","","","","ENSG00000187272","","",""
"2056","","","","","","","","","ENSG00000187446","","",""
"2057","","","","","","","","","ENSG00000187514","","",""
"2058","","","","","","","","","ENSG00000187516","","",""
"2059","","","","","","","","","ENSG00000187535","","",""
"2060","","","","","","","","","ENSG00000187686","","",""
"2061","","","","","","","","","ENSG00000187690","","",""
"2062","","","","","","","","","ENSG00000187741","","",""
"2063","","","","","","","","","ENSG00000187837","","",""
"2064","","","","","","","","","ENSG00000187951","","",""
"2065","","","","","","","","","ENSG00000187994","","",""
"2066","","","","","","","","","ENSG00000188010","","",""
"2067","","","","","","","","","ENSG00000188011","","",""
"2068","","","","","","","","","ENSG00000188029","","",""
"2069","","","","","","","","","ENSG00000188051","","",""
"2070","","","","","","","","","ENSG00000188092","","",""
"2071","","","","","","","","","ENSG00000188124","","",""
"2072","","","","","","","","","ENSG00000188229","","",""
"2073","","","","","","","","","ENSG00000188266","","",""
"2074","","","","","","","","","ENSG00000188290","","",""
"2075","","","","","","","","","ENSG00000188404","","",""
"2076","","","","","","","","","ENSG00000188483","","",""
"2077","","","","","","","","","ENSG00000188486","","",""
"2078","","","","","","","","","ENSG00000188493","","",""
"2079","","","","","","","","","ENSG00000188610","","",""
"2080","","","","","","","","","ENSG00000188611","","",""
"2081","","","","","","","","","ENSG00000188613","","",""
"2082","","","","","","","","","ENSG00000188655","","",""
"2083","","","","","","","","","ENSG00000188672","","",""
"2084","","","","","","","","","ENSG00000188732","","",""
"2085","","","","","","","","","ENSG00000188807","","",""
"2086","","","","","","","","","ENSG00000188816","","",""
"2087","","","","","","","","","ENSG00000188938","","",""
"2088","","","","","","","","","ENSG00000189114","","",""
"2089","","","","","","","","","ENSG00000189184","","",""
"2090","","","","","","","","","ENSG00000189251","","",""
"2091","","","","","","","","","ENSG00000189266","","",""
"2092","","","","","","","","","ENSG00000189280","","",""
"2093","","","","","","","","","ENSG00000189339","","",""
"2094","","","","","","","","","ENSG00000189367","","",""
"2095","","","","","","","","","ENSG00000189403","","",""
"2096","","","","","","","","","ENSG00000189410","","",""
"2097","","","","","","","","","ENSG00000196118","","",""
"2098","","","","","","","","","ENSG00000196126","","",""
"2099","","","","","","","","","ENSG00000196141","","",""
"2100","","","","","","","","","ENSG00000196176","","",""
"2101","","","","","","","","","ENSG00000196220","","",""
"2102","","","","","","","","","ENSG00000196226","","",""
"2103","","","","","","","","","ENSG00000196262","","",""
"2104","","","","","","","","","ENSG00000196275","","",""
"2105","","","","","","","","","ENSG00000196296","","",""
"2106","","","","","","","","","ENSG00000196305","","",""
"2107","","","","","","","","","ENSG00000196331","","",""
"2108","","","","","","","","","ENSG00000196361","","",""
"2109","","","","","","","","","ENSG00000196374","","",""
"2110","","","","","","","","","ENSG00000196378","","",""
"2111","","","","","","","","","ENSG00000196396","","",""
"2112","","","","","","","","","ENSG00000196505","","",""
"2113","","","","","","","","","ENSG00000196532","","",""
"2114","","","","","","","","","ENSG00000196544","","",""
"2115","","","","","","","","","ENSG00000196550","","",""
"2116","","","","","","","","","ENSG00000196588","","",""
"2117","","","","","","","","","ENSG00000196689","","",""
"2118","","","","","","","","","ENSG00000196730","","",""
"2119","","","","","","","","","ENSG00000196739","","",""
"2120","","","","","","","","","ENSG00000196763","","",""
"2121","","","","","","","","","ENSG00000196767","","",""
"2122","","","","","","","","","ENSG00000196781","","",""
"2123","","","","","","","","","ENSG00000196787","","",""
"2124","","","","","","","","","ENSG00000196866","","",""
"2125","","","","","","","","","ENSG00000196878","","",""
"2126","","","","","","","","","ENSG00000196890","","",""
"2127","","","","","","","","","ENSG00000196961","","",""
"2128","","","","","","","","","ENSG00000196998","","",""
"2129","","","","","","","","","ENSG00000197019","","",""
"2130","","","","","","","","","ENSG00000197061","","",""
"2131","","","","","","","","","ENSG00000197102","","",""
"2132","","","","","","","","","ENSG00000197147","","",""
"2133","","","","","","","","","ENSG00000197153","","",""
"2134","","","","","","","","","ENSG00000197273","","",""
"2135","","","","","","","","","ENSG00000197275","","",""
"2136","","","","","","","","","ENSG00000197283","","",""
"2137","","","","","","","","","ENSG00000197299","","",""
"2138","","","","","","","","","ENSG00000197409","","",""
"2139","","","","","","","","","ENSG00000197445","","",""
"2140","","","","","","","","","ENSG00000197451","","",""
"2141","","","","","","","","","ENSG00000197459","","",""
"2142","","","","","","","","","ENSG00000197483","","",""
"2143","","","","","","","","","ENSG00000197522","","",""
"2144","","","","","","","","","ENSG00000197562","","",""
"2145","","","","","","","","","ENSG00000197576","","",""
"2146","","","","","","","","","ENSG00000197579","","",""
"2147","","","","","","","","","ENSG00000197601","","",""
"2148","","","","","","","","","ENSG00000197748","","",""
"2149","","","","","","","","","ENSG00000197757","","",""
"2150","","","","","","","","","ENSG00000197846","","",""
"2151","","","","","","","","","ENSG00000197852","","",""
"2152","","","","","","","","","ENSG00000197921","","",""
"2153","","","","","","","","","ENSG00000197932","","",""
"2154","","","","","","","","","ENSG00000198000","","",""
"2155","","","","","","","","","ENSG00000198003","","",""
"2156","","","","","","","","","ENSG00000198021","","",""
"2157","","","","","","","","","ENSG00000198033","","",""
"2158","","","","","","","","","ENSG00000198056","","",""
"2159","","","","","","","","","ENSG00000198082","","",""
"2160","","","","","","","","","ENSG00000198083","","",""
"2161","","","","","","","","","ENSG00000198088","","",""
"2162","","","","","","","","","ENSG00000198089","","",""
"2163","","","","","","","","","ENSG00000198198","","",""
"2164","","","","","","","","","ENSG00000198208","","",""
"2165","","","","","","","","","ENSG00000198211","","",""
"2166","","","","","","","","","ENSG00000198216","","",""
"2167","","","","","","","","","ENSG00000198300","","",""
"2168","","","","","","","","","ENSG00000198353","","",""
"2169","","","","","","","","","ENSG00000198355","","",""
