Gene,Adult.CD14+.DC,Adult.cDC1,Adult.cDC2,Fetal.CD14+.DC,Fetal.cDC1,Fetal.cDC2
SPHKAP,1.6271283022,0.510761919,0.8030825398,-0.510761919,-0.6977394056,-0.9021246093
SPI1,0.8001303544,0.7062758441,0.8395291455,-0.7062758441,-1.3181379781,-0.9980620631
SPIN2B,0.6081481402,2.0153155232,0.2157601347,-0.5346197845,-0.2157601347,-0.7113316163
SPINLW1,1.3654886956,0.4760091061,0.896013815,-0.4760091061,-0.9636935133,-0.9834604747
SPINT1,0.2367670613,0.4190951267,1.6952760338,-1.3117659208,-0.3832285613,-0.2367670613
SPINT2,0.0467030593,1.2477722201,1.4773231828,-1.2032817859,-0.2664415824,-0.0467030593
SPPL2B,0.4997309121,1.4963130617,0.7679063239,-0.4997309121,-0.8733284685,-0.9689551814
SPR,1.897010775,-0.7317748842,0.8658529437,0.1026761483,-0.6445727391,-0.1026761483
SPRED3,1.3028781366,0.3510208869,1.9062594484,-0.3790979482,-0.4618218827,-0.3510208869
SPRR2B,1.8267992182,0.5540183599,0.3457288376,-1.0330589244,-0.3457288376,-0.4343442997
SPRY2,-0.7688132763,-0.2856104041,-0.5598070924,1.303074965,1.6323969652,0.2856104041
SPRYD3,0.462880351,0.3655306581,0.7832547697,-0.3655306581,-1.8022143781,-1.0400193307
SPSB2,0.8107590121,1.1631845134,0.6865448248,-1.1117571477,-0.6865448248,-0.900681432
SPSB3,0.4163414692,1.0108511404,1.5647789891,-1.0844178335,-0.4163414692,-0.4380295291
SPTA1,-0.8799556967,-0.9108918821,-0.7885439052,1.1884401085,0.8669637128,0.7885439052
SPTBN4,1.4105847894,0.1854464318,0.4554834231,-0.1854464318,-1.1549635449,-1.1999554296
SPTY2D1,-0.5924905581,-1.2672530422,-0.4559839486,0.8960517843,0.4559839486,1.360328355
SQRDL,1.3639724956,-0.1752507697,0.8030420754,0.1752507697,-1.426905926,-0.631800121
SRD5A2,-0.8105036934,-1.8791228184,-0.4907638237,0.4907638237,0.5087290807,0.6716510308
SRP19,-1.3436449702,0.3354129878,-0.925707961,-0.3354129878,1.309234659,0.6443608842
SRPK2,0.417864496,0.1971665098,0.8453148627,-1.2862622028,-1.6941320816,-0.1971665098
SRPR,1.6412342569,0.0097488735,1.6055843699,-0.3595923247,-0.6551945254,-0.0097488735
SRRM1,-0.7760219489,-0.4575615038,-0.2217679193,0.2217679193,1.5076082222,1.5375864274
SS18,-0.991800464,-0.4390402484,-1.8081094143,0.5465320328,0.6869032209,0.4390402484
SSB,-0.8970413657,-0.534503944,-0.9919945725,0.534503944,1.3718932912,0.8832451098
SSBP1,-1.0439116971,-0.4057892295,-1.5143531068,0.4092985316,0.4057892295,1.1362485683
SSBP2,-0.6019205178,-1.103191032,-0.3658635674,1.107420802,0.3658635674,1.4288861917
SSNA1,0.7019046966,0.8082383416,0.801841489,-1.3396972274,-1.0070323104,-0.7019046966
SSR4,0.9765132864,1.0761999684,0.3736558501,-0.4981584585,-1.5365124294,-0.3736558501
SSTR4,0.5224613689,0.4330850763,0.5004359398,-1.5586059439,-1.5478152701,-0.4330850763
SSX3,-1.5663273726,-0.2076637088,-1.1960411013,0.5828879962,0.9670113548,0.2076637088
SSX4,0.4237433026,1.1136403288,0.6763439483,-0.7710757948,-0.4237433026,-1.5476717547
SSX5,1.0471234893,0.6906312069,1.2363684349,-0.8808200244,-0.6906312069,-0.8358721802
ST13,-0.9113261781,-0.6252431484,-1.127741829,0.6252431484,0.7798832162,1.2279129173
ST3GAL1,1.3396155604,0.9001463719,0.2962571831,-0.2962571831,-1.1968628148,-0.8894240775
ST3GAL2,1.5143899039,0.3083392399,0.4733687519,-0.3083392399,-1.0494543554,-1.0931799347
ST5,1.8319820489,0.1941798384,1.3037497481,-0.6867214373,-0.3563261193,-0.1941798384
ST6GALNAC2,0.8943834323,0.9703585203,0.5204546624,-0.5204546624,-1.2153833321,-1.1305630516
ST6GALNAC4,1.9743701482,-0.166614906,1.4702990488,-0.4088339033,-0.2130837786,0.166614906
STAC,1.1906713125,-0.086364243,1.0456200988,-0.9438070317,-1.2583660702,0.086364243
STAM2,1.3033012393,0.7533727411,0.2081315122,-1.419367938,-0.7980598738,-0.2081315122
STAP2,0.5972257439,1.0298541762,1.2977273927,-0.6894813589,-0.5972257439,-1.0594214398
STARD13,0.6162232802,0.5672538875,0.2720739011,-0.4111021074,-0.2720739011,-2.0638354761
STAT4,1.1335563708,0.264957208,1.2696237446,-0.39692439,-1.3685502991,-0.264957208
STAT5A,0.1169357529,1.1166102393,1.47817009,-0.6273704948,-1.1249619886,-0.1169357529
STEAP2,1.4864262452,1.1743816056,0.4315186463,-0.6865735768,-0.8765705095,-0.4315186463
STEAP3,2.0116464864,0.220348028,0.2406756041,-0.512733561,-0.8219977302,-0.220348028
STIL,-0.3809832777,0.1810117296,-0.1810117296,-0.3520514596,1.5612155281,1.8503309478
STK17B,0.279888003,2.0244112652,1.2582601359,-0.279888003,-0.3663308052,-0.3518315162
STK32C,1.2189572943,0.7306687529,0.0680938527,-0.0680938527,-1.5222663332,-0.8246216031
STK38,0.7582541452,0.5206019536,1.1661140572,-1.3828763522,-0.7880084176,-0.5206019536
STMN1,-1.7796969406,0.1136128614,-1.2341284588,-0.1136128614,0.3750789018,0.8297641988
STRADA,0.531582352,0.7219574852,1.4228036234,-0.531582352,-0.9598902995,-0.9871052595
STRAP,-0.4406731565,0.0136139832,-0.1768373058,-0.0136139832,1.8931394185,1.6037402109
STRC,-0.9420298699,-0.6177898775,-0.9255830417,1.1594876437,1.0823473847,0.6177898775
STT3A,-0.6609378468,-0.5096899406,-1.5014565115,0.5096899406,1.1863370143,0.633544644
STUB1,0.4531120355,0.7012836652,0.3580414412,-0.3580414412,-1.737022218,-1.2639474069
STX17,0.197026166,1.217824044,0.7698699645,-1.5417118799,-0.197026166,-0.6927018081
STX19,0.1263400135,1.375694858,0.7724246491,-1.5428198694,-0.1263400135,-0.3331003112
STXBP1,1.0682096249,-0.0382765598,1.5005433331,-0.7004914771,0.0382765598,-1.1008345687
STXBP2,1.1056746095,-0.4120855453,0.7189159492,0.4120855453,-1.6500160317,-0.4605326145
STXBP4,0.5771682144,0.6404830882,0.286374184,-1.1051268059,-1.8345459933,-0.286374184
SUCLG1,-1.2009468972,-0.1847155768,-1.2472188492,0.1847155768,0.9121811639,1.0670114761
SULF2,0.0235445089,1.6763508265,1.0477144226,-1.1985258337,-0.0235445089,-0.0744028043
SULT1A1,0.8855964433,0.120249365,2.0679831281,-0.4257523401,-0.120249365,-0.5936862714
SULT1A3,0.7091511279,1.1085705092,0.7485943805,-1.22210947,-0.8478702971,-0.7091511279
SULT1C4,-1.9476944446,-0.0581775968,-1.2263849359,0.4366496017,0.0581775968,0.5500049416
SULT2B1,-0.9275509558,-1.1733608038,-0.3114932446,1.4852008423,0.6025155956,0.3114932446
SUPV3L1,-1.5498855786,0.098257211,-0.8446498298,-0.098257211,1.1082258167,0.8204391969
SUSD3,-1.5570959642,-0.0981239051,-0.9651563088,0.9701707491,0.0981239051,0.8720703896
SUV420H1,0.3728121467,1.5652441646,1.1104109039,-0.3728121467,-0.8051447293,-0.7698512286
SVIL,-1.350266073,-0.3061642152,-1.3745821568,0.5367584283,1.0194764739,0.3061642152
SYF2,-1.490365842,-0.0695368844,-0.8134474097,0.0695368844,0.738332939,1.256280529
SYMPK,0.2417341557,1.3785650149,1.1028361464,-1.3240337305,-0.2417341557,-0.3494995089
SYN2,-0.708763372,-1.0087038897,-0.6857231367,0.6857231367,0.8210988955,1.3800455468
SYNCRIP,-1.2457186331,-0.2193128827,-0.6697338108,0.2193128827,0.7772554144,1.524531115
SYNGR3,0.1111549494,2.1208674879,1.09833802,-0.1111549494,-0.420463796,-0.3306437582
SYNJ1,-1.2459060073,-0.5512224572,-1.3394838758,0.5512224572,0.9256553234,0.6103363301
SYT12,0.9500180733,0.1647499573,1.7723055126,-1.0637511187,-0.1647499573,-0.2886594099
SYTL3,0.5606865186,0.2815605113,1.5332791099,-0.9830603349,-1.099884438,-0.2815605113
SYTL5,0.5924334041,1.4890740512,0.8380448705,-0.5924334041,-0.8664687432,-0.8326719706
TACC3,-0.7738414648,-0.4175558113,-0.5206257142,0.4175558113,1.285334465,1.5966769585
TACR1,1.6063314199,0.236383754,1.4787120898,-0.236383754,-0.7505959076,-0.414852123
TADA1L,-1.351818987,-0.652954064,-0.1346194249,0.250775964,1.6278074288,0.1346194249
TADA3,1.1336782324,0.2912348827,1.7533627344,-0.8396002094,-0.2912348827,-0.4420973058
TAF1A,1.1806936082,0.5498647771,1.4963391996,-0.7746806673,-0.5498647771,-0.6505800967
TAF2,-0.5810857281,-0.4857969311,-0.4580825762,0.4580825762,1.8890655096,0.9938627719
TAF3,-0.4213184324,-1.1831519565,-1.1243960477,0.8336681422,0.4213184324,1.1420239431
TAF8,0.6338538285,0.5061944214,1.2817537857,-0.5061944214,-1.3529473748,-0.7879489453
TAF9B,1.0655414309,0.5208337854,0.7816427538,-1.4920810842,-0.5208337854,-0.7113098071
TAF9L,-0.5356648297,-0.8339584135,-0.3228904542,0.3228904542,1.8683963482,0.7642033297
TAGLN2,0.6462244091,1.3217503216,0.1746516827,-1.5585191041,-0.1746516827,-0.5924197797
TALDO1,1.3684176796,0.5343888437,1.0948066567,-0.6120567218,-1.0447319649,-0.5343888437
TANK,0.4951137782,1.8264777387,0.6928984091,-0.8006573356,-0.4951137782,-0.5348976389
TAPBP,0.4272785092,1.5220855605,1.0200545092,-1.0619022138,-0.4272785092,-0.5440917073
TARDBP,0.4582144756,0.6065491335,0.2188805742,-1.9765614121,-1.0207868472,-0.2188805742
TAX1BP3,0.6379607319,0.557321068,0.7407424102,-1.6118017268,-0.557321068,-1.04825164
TBC1D10A,0.2804617324,1.2412808481,0.7277115305,-1.3088597123,-0.2804617324,-1.0408578595
TBC1D21,-1.0718697856,-1.067634948,-0.4079733579,1.374481223,0.4079733579,0.6999101737
TBC1D23,-1.1852275558,-0.4586040413,-1.3845638885,0.8797307405,0.7871107895,0.4586040413
TBC1D24,0.9145911393,0.0898030931,0.8716836995,-0.0898030931,-1.6357929093,-0.897010019
TBC1D3B,0.2688116246,0.7464448797,1.9626966673,-0.8144189047,-0.3963018174,-0.2688116246
TBC1D3G,0.2057591262,0.4894940414,1.9353299333,-0.9845588468,-0.3834258809,-0.2057591262
TBC1D3I,0.0380791632,0.3863052057,2.0460956599,-0.8908519302,-0.3332678829,-0.0380791632
TBC1D8,0.2656357293,1.9635573584,1.247800631,-0.2656357293,-0.5273476395,-0.3180650657
TBCCD1,0.7137099912,0.7638528514,0.9981153944,-1.0367229547,-0.7137099912,-1.1657974954
TBL1Y,1.4332328056,0.200076267,0.9743892298,-0.6067676027,-0.200076267,-1.2634534823
TBL3,1.1199000832,1.7159922992,0.2704703455,-0.5896825758,-0.807540586,-0.2704703455
TBRG4,0.4835640776,0.2376796112,0.9770325448,-1.1027727721,-1.6632861591,-0.2376796112
TBX1,-1.0881428504,-0.4802894906,-0.8315472713,1.1323830454,1.1863231247,0.4802894906
TBX10,1.2959283234,-0.1633977021,0.8182281503,0.1633977021,-1.0783923477,-1.1996760625
TBX6,0.6969813486,0.2889296518,1.684258672,-0.2889296518,-0.6149876578,-1.0984721046
TCEA1,-0.7233331016,-0.5320678564,-0.288376271,1.4369553943,0.288376271,1.573499049
TCEA2,0.0917283047,0.1179006664,1.3420830378,-0.0917283047,-1.2824180079,-1.3193865722
TCEAL4,1.1611021942,0.5613103205,0.6664762751,-1.4669073663,-0.5613103205,-0.6641092379
TCEAL6,0.3480504052,1.0056465637,0.9890953731,-1.1681220916,-0.3480504052,-1.1941927167
TCEB2,1.1227128623,0.2408281419,1.2092201633,-0.2408281419,-1.3472470137,-0.6081611742
TCERG1,-0.8790186606,-0.0874286871,-0.6562083014,0.0874286871,1.2453992936,1.5841830311
TCF15,1.4031350492,0.31425636,1.0515397318,-0.31425636,-1.1766213847,-0.6411891782
TCF19,1.8805466988,0.1214721112,1.3478846286,-0.2939118262,-0.6393768049,-0.1214721112
TCF2,0.5178791762,0.366914556,1.9671133408,-0.6103972626,-0.366914556,-0.6776494283
TCF23,-0.800238051,-0.2151779346,-0.9699715135,1.2610024256,1.362905309,0.2151779346
TCF25,0.854830925,0.3329655468,1.461668943,-0.9234052674,-1.0388883195,-0.3329655468
TCF7,1.3132408524,0.3053614263,0.5907239075,-1.5753742064,-0.3053614263,-0.5136708649
TCHH,0.8197389476,0.4115483465,1.3135781735,-0.4115483465,-1.3733833985,-0.6172577551
TCIRG1,1.7652520301,-0.2695021935,1.0533044628,0.2695021935,-0.947306172,-0.3458321674
TCP1,-0.8969002254,-0.6857248265,-1.164599162,0.6857248265,1.1955963812,0.6889205057
TDG,-1.03791081,-0.0458491962,-0.6110897524,0.0458491962,1.4916988957,1.2294390288
TDRD6,2.0285526279,0.3640053968,0.2830990706,-0.486511797,-0.2830990706,-0.7583132098
TEAD3,1.6744225251,-0.0219168556,0.5849637461,0.0219168556,-0.6476893126,-1.208612429
TEKT1,1.3114719435,0.6402833281,0.6589234856,-0.6402833281,-0.954103695,-1.0563566506
TESC,0.0627998726,-1.0861663253,-0.4104714381,1.2563841501,-0.0627998726,1.5306493089
TESK1,0.7254378441,0.9203279065,1.1943042318,-0.9920331925,-0.8386996456,-0.7254378441
TESSP5,-0.8671369305,-1.0092772439,-0.5815533089,1.3178018312,0.5815533089,0.9152141624
TEX101,0.2769908472,0.8622443524,2.0583287186,-0.4015402305,-0.2769908472,-0.577437403
TEX264,1.5954124595,-0.207559438,1.5199305695,0.0927872629,-0.8779821232,-0.0927872629
TFAM,-0.4249804217,-1.6767672817,-0.2791647436,0.2791647436,0.5740920851,1.2394511409
TFDP3,1.1198922832,0.9989825462,0.494138728,-1.2620633758,-0.8166965274,-0.494138728
TFPT,0.9992939354,-0.1106162783,0.8328674162,-0.7369705404,-1.6720042744,0.1106162783
TGFA,0.3517696522,1.0311064132,1.8881250956,-0.3517696522,-0.5947621909,-0.5457745507
TGFBR2,-0.3230497289,-1.6427272209,-1.0487215303,0.7441222085,0.3230497289,0.8093373173
TGIF1,1.6644183376,0.2167740523,0.630266308,-0.2167740523,-1.2660808319,-0.4396986239
TGIF2,-1.477896369,0.1689807025,-0.3423960667,-0.1689807025,1.3253334976,0.959667529
TH,1.6980273269,0.4962778697,0.8018695676,-0.9073716442,-0.5748228716,-0.4962778697
THOC1,-0.5617498381,-0.7673961006,-0.8978729614,1.3560670941,0.5617498381,1.1149373169
THRB,0.1266837303,2.2094892202,0.6804710864,-0.4879349832,-0.1266837303,-0.3237468123
THSD1,0.2284353185,0.4536225126,2.2615693778,-0.3359656194,-0.2284353185,-0.3687392412
THSD3,1.3349400202,0.1123272793,1.3800373423,-0.2237123444,-1.2266575352,-0.1123272793
THSD7A,-0.2479655799,-0.6990672595,-0.7153093852,0.2479655799,1.9168350009,0.6513819161
THSD7B,0.0923466881,0.7400212665,1.5984511558,-1.0979299846,-0.8377674517,-0.0923466881
THUMPD1,0.4646047622,1.4051344381,1.3921484894,-0.7831239292,-0.6094263668,-0.4646047622
TIAL1,-1.8756565598,-0.3917952146,-0.6438077827,0.7218066055,0.3917952146,0.6714254374
TIMD4,-0.3243473256,-0.502418019,-0.3389557174,2.1856979395,0.3243473256,0.3568339975
TIMM17B,0.2055226794,1.5160875693,1.3810848438,-0.9115104704,-0.2055226794,-0.497735194
TIMM9,-1.1985975097,-0.2661079992,-0.6774876392,0.2661079992,0.8846164615,1.4905413598
TIMP2,-0.0934517659,-1.5779261032,-1.2790099693,0.8938834473,0.6044875148,0.0934517659
TINP1,-1.6903429099,-0.2294898669,-1.2482502682,0.2294898669,0.7565881985,0.5789320692
TJAP1,0.5876720542,0.2436440914,0.3131084402,-1.4281860722,-1.8214516212,-0.2436440914
TJP2,1.5105551561,0.8770789555,0.5357131101,-0.5357131101,-0.5807591502,-1.0629803516
TLCD1,0.3044518256,2.1082406489,0.4783173559,-0.6867427091,-0.3053655875,-0.3044518256
TLR7,-0.1493040197,-0.274792168,-0.0999940502,2.0640138478,0.0999940502,1.5077696701
TLR8,0.6716005115,-0.1385130871,1.0682030491,0.1385130871,-1.5500630928,-1.0431779559
TLX1,1.4692351077,0.4254757225,0.5795671981,-0.4254757225,-1.0270723538,-1.0433557428
TMC8,-1.7100709956,-0.5297852818,-0.6251562586,0.638479013,0.5297852818,0.9056213979
TMCC2,0.2447957243,1.2182273788,1.693573774,-0.2447957243,-0.8345790651,-0.4973500632
TMCC3,0.0377029309,1.8769396009,1.4058578389,-0.3093842619,-0.5903930649,-0.0377029309
TMCO4,0.5170894024,0.8127378414,1.7075356967,-0.5170894024,-0.8942856173,-0.5359900079
TMEM1,-1.1687649703,-0.5449751087,-1.5341523005,0.551403892,0.8225940334,0.5449751087
TMEM107,1.1845081424,1.0251983582,0.4955651582,-0.4955651582,-1.2360266191,-0.7325748675
TMEM120A,0.5244594985,0.2008812329,0.3095861023,-0.2008812329,-2.0997969801,-0.9958508294
TMEM125,1.3828983898,0.7620515733,0.5117127343,-1.1096150253,-0.5117127343,-0.8697660249
TMEM126A,-0.5704353355,-1.3197484826,-1.0779034704,0.5704353355,0.8010462706,0.9362663374
TMEM132A,2.1240025298,-0.0084568682,1.0535592774,0.0084568682,-0.2955805376,-0.4925911652
TMEM134,1.2535262433,0.2550184145,0.851189195,-0.2550184145,-0.7956637621,-1.3936252802
TMEM136,0.1337254027,2.1197993035,1.122115171,-0.3906772064,-0.1337254027,-0.3362792815
TMEM140,1.7522019236,-0.658413553,0.8594446157,0.1286323411,-0.1286323411,-0.9454220655
TMEM149,-0.0050459124,0.9799028174,1.5959901484,-1.3040942085,-0.1177494316,0.0050459124
TMEM14C,0.7007933388,0.6785758316,1.6269526555,-0.6785758316,-0.7617970851,-0.6974067745
TMEM150A,1.3352839274,0.1624248688,-0.0524328205,0.0524328205,-1.5245801186,-1.0218012238
TMEM150C,-0.7119530485,-1.355936057,-0.7142042001,0.7559812731,0.7119530485,1.0386245714
TMEM151,-0.8187725358,-1.0948540838,-1.018905988,0.8384890604,0.8645247461,0.8187725358
TMEM155,-1.3613109474,-0.4925421255,-0.8457759204,0.8618486096,0.4925421255,1.101550878
TMEM163,0.959843804,0.412115948,0.9896621464,-0.4898585881,-1.5882010274,-0.412115948
TMEM174,-0.4519896557,-1.3182518552,-0.4525367677,1.2508616926,1.064728292,0.4519896557
TMEM179B,1.0153065561,0.3634815201,0.5422195701,-0.3634815201,-1.5674132013,-1.0720138506
TMEM184B,0.3918058242,0.4108405907,1.5978796779,-0.3918058242,-1.338049702,-0.4356550404
TMEM185B,-0.0405074192,-0.932769858,-0.9474770368,1.7378170844,0.4770770738,0.0405074192
TMEM195,-1.0396675111,-0.438644511,-0.9618698641,1.4995362281,0.6017723543,0.438644511
TMEM198,1.4171440786,0.5906026566,0.9504454671,-0.5906026566,-0.6799946179,-1.0031983118
TMEM208,1.7830195108,0.1780467778,0.8102038708,-0.6790346815,-0.9006319537,-0.1780467778
TMEM222,1.3877405471,0.2942008525,1.5791001925,-0.5239146351,-0.7731286222,-0.2942008525
TMEM39A,0.3021673007,1.4965595078,1.1425509524,-0.535758434,-0.3021673007,-1.0773513523
TMEM41A,0.0994994848,1.0151150822,2.2253490948,-0.0994994848,-0.3903599413,-0.1808190253
TMEM41B,-0.1345249558,-0.4052427297,-0.8917932931,1.6024253827,1.3825200614,0.1345249558
TMEM50A,1.2287954802,1.0046541195,0.1871764728,-0.1871764728,-0.6094177884,-1.4302209975
TMEM66,-1.2769565528,-0.3152902644,-0.6505623182,0.3152902644,1.2645526263,1.0853457812
TMEM8,0.7526576446,1.3247415148,0.4762995455,-0.4762995455,-1.2077984382,-0.8752554695
TMEM87A,-1.8609129368,-0.5580549393,-0.2795099844,0.6734087077,0.2795099844,0.8634435529
TMEM97,-1.5222462685,0.4983753306,-0.8792928232,-0.4445108523,1.1648610033,0.4445108523
TMEM99,-0.6611771473,-0.6778346408,-0.4961298691,1.4470811133,0.4961298691,1.3718970945
TMPO,-0.2825095479,-0.9844862168,-0.5885908222,1.1827377446,0.2825095479,1.5305323366
TMPRSS12,-0.9812926817,-0.9183695462,-0.873874225,0.873874225,0.9040072884,0.921968277
TMSB4X,0.4775233336,1.2993203336,1.3003058731,-0.8698242401,-0.4775233336,-0.7531827269
TMSL3,-0.2778584886,1.5797554037,1.0442857293,-1.0951652728,0.2778584886,-0.4898640465
TNFAIP2,0.4645000783,0.6465798304,0.8908821323,-0.4645000783,-1.4673802568,-1.1882417218
TNFRSF11B,1.2168040207,0.3709329421,1.6659964856,-0.595635589,-0.3709329421,-0.7224504551
TNFRSF14,0.7304557973,-0.1162320521,0.3904811667,0.1162320521,-1.7381469825,-1.3924449424
TNFRSF18,1.0191605455,0.3375837729,1.5638408089,-0.3654052446,-1.1581599998,-0.3375837729
TNFRSF25,-0.2439412468,-0.4856417357,-1.474167996,0.2439412468,1.1935312026,1.0290569359
TNFRSF6B,1.9964874555,0.1351144523,1.2876388199,-0.2718179383,-0.5255955604,-0.1351144523
TNFRSF8,1.3052058573,0.09433736,1.0225433228,-0.09433736,-1.4079101123,-0.526007098
TNFSF11,1.5388239001,0.2490116027,1.1056571393,-0.2490116027,-1.0813943407,-0.5392728108
TNFSF13,1.3705789567,-0.0787587372,1.0250606349,-0.9609998442,-1.0753388443,0.0787587372
TNFSF9,-2.3284506067,0.1904787444,-0.6458675268,0.0745042989,-0.0745042989,0.3356947774
TNIP1,1.5205294814,0.114479671,0.7328826989,-0.114479671,-1.259326439,-0.7412254473
TNK2,-0.5474626076,-1.3565716615,-1.2660702226,0.5474626076,0.603475729,0.896277076
TNNT2,0.4719766379,0.7848392792,1.9119559681,-0.6071522445,-0.4719766379,-0.5542537997
TNPO1,0.7391864076,0.461731491,1.764997727,-0.787931809,-0.6845213455,-0.461731491
TNPO3,-0.3118711239,-0.3221476752,-1.0308073956,0.3118711239,1.5189981525,1.2999943755
TNRC6A,1.2415070341,0.6419202254,0.5561209731,-1.1539036133,-0.5561209731,-1.0555968495
TNXA,-0.9832569769,-0.581312136,-0.7497936467,1.2737746857,0.581312136,1.1155482413
TOM1L2,1.1163981046,0.8057413174,0.6164236137,-0.9279532322,-1.2214715004,-0.6164236137
TOMM20,-0.565091138,-0.7757949437,-1.2779540975,0.6700357011,0.565091138,1.2956329445
TOMM22,-0.8374562,-0.2540855711,-1.0934386786,0.2540855711,1.0349718567,1.3943371333
TOP1,-1.242219357,-0.1151190365,-0.4245755463,0.1151190365,1.7814158306,0.331418178
TOP2A,-1.1011240571,-0.211847866,-0.5044227143,0.211847866,1.2346544169,1.4541402909
TOP2B,-1.4084948815,0.0090621349,-0.4431720895,-0.0090621349,1.3573477426,1.0107597817
TOP3B,1.4322991784,0.2473541577,1.6309045982,-0.8036131669,-0.2473541577,-0.3543003986
TOPORS,-1.4067729528,0.0552653339,-0.7943002256,0.4361256237,1.4855221407,-0.0552653339
TOR3A,-1.0042611829,0.2481642748,-1.076484912,-0.2481642748,1.5045971534,0.6686418511
TP53I13,0.2116085945,0.9481319442,1.1235460792,-1.0153071274,-0.2116085945,-1.3150818582
TP53I3,-0.8301408138,-1.5685251397,-0.349864808,0.4013717652,0.349864808,1.2409759347
TPD52,0.314961454,1.805909894,0.5769791201,-0.6483010188,-0.314961454,-0.9440578491
TPI1,1.283909309,0.1615135739,1.0524722615,-0.1615135739,-1.4505294614,-0.3646230769
TPM2,-0.2853413425,-0.7844764688,-0.2568810303,0.9695143489,1.9496871122,0.2568810303
TPPP2,1.1796301105,0.3915789139,1.116399255,-1.1441540501,-0.3915789139,-0.8714773439
TPRX1,-0.4067376369,-0.6373329741,-0.3662497344,2.0028957719,0.8233070533,0.3662497344
TPT1,-0.6060365507,-0.7780300185,-0.6709171848,1.6100158783,0.6060365507,0.8968637092
TPTE,0.1640064092,1.0298967586,0.9937800471,-0.8947155753,-0.1640064092,-1.4543193257
TPX2,-0.9152871119,-0.4658786468,-0.5782235631,0.4658786468,0.7674230333,1.7235757917
TRADD,0.7309154317,0.8860945441,1.2682355244,-0.7309154317,-0.8404128889,-0.9256216589
TRAF2,1.5153372129,0.3516119935,1.5949784033,-0.4584408529,-0.3516119935,-0.623152666
TRAF5,-0.1997903235,1.5723771844,1.7231075543,-0.4645276927,0.1997903235,-0.4530880902
TRAFD1,0.1770598938,1.6915485795,1.5744247903,-0.6650107363,-0.1770598938,-0.2605084012
TRAPPC2,-1.4856601091,0.2372490834,-0.9846556133,-0.2372490834,1.0225066365,0.8511766365
TRAPPC5,1.0137022976,-0.1681285739,0.5181738243,0.1250923159,-1.9226005642,-0.1250923159
TRAPPC6B,1.6284460793,-0.0923448095,1.6014410682,-0.352882648,-0.672348863,0.0923448095
TRH,-0.9437080992,-0.5880974271,-0.3050446278,0.3050446278,1.3719729627,1.3964248073
TRIM11,0.5707319319,0.089818993,1.4289412338,-0.3718010175,-1.5743249336,-0.089818993
TRIM13,1.9043579466,-0.1491625798,1.2177844959,-0.1060411374,-0.7968369571,0.1060411374
TRIM17,1.53502078,-0.2146490949,1.8110234317,0.0345192315,-0.6114164262,-0.0345192315
TRIM25,-0.072405391,-1.9928305459,-1.0786881591,0.5458432803,0.072405391,0.4943261136
